page	entry	sub_id	is_head	score	status	scan	text_position	match_rel_start	match_rel_end	candidate_entries	detected_header_entry	reviewed	review_note	ocr_last_lines	xml_sublemma_preview
62	394	10800394-2	0	81.72	ok	H4 6481 (8,1_0132.jpg	starts-here	0.000	0.287	393|394|395		0		26. apr. 60 DC 29 - prep. etc. eccl.: de conf. statuti de con-	Eccl. prep. etc. eccl. : de conf. statuti de confer. 2 can. d. eccl. legentibus doct. in stud. gener. in civit. Basil. erig. 8. ian. 61 S 535 207vss ., s. d. I 329 22r .
63	394	10800394-17	0	100.00	ok	H4 6481 (8,1_0133.jpg	continues	0.639	0.781	393|394|395		0		herem. o. s. Aug. cura degunt c. pot. eas ab obed. suorum superio-	Commun. mag. civium et consulatus: de m. Johanni ep. Basil. , Jo. Cruczer mag. in theol. et Petro zum Lufft decr. doct. can. Basil. ut visit. et ref. abba. etc. mon. s. Clare ord. eiusdem s. que sub min. ac priorissam etc. in Clingentael min. Basil. Constant. dioc. que sub reg. pred. et fr. herem. o. s. Aug. cura degunt c. pot. eas ab obed. suorum superiorum absolvendi et obed. fr. de observ. Domenicanorum ord. subieciendi 18. mart. 1462 S 549 2vss .
64	401	10800401-0	1	100.00	ok	H4 6481 (8,1_0134.jpg	continues	0.387	0.644	400|401|402		0		dalene mon. eiusdem b. Marie e. m. op. Staden o. s. Ben. et al. ad	Beke Langhenbeke mul. vidua Verden. dioc. qui fund. perp. s. c. vicar. unam ad alt. b. Marie Magdalene mon. eiusdem b. Marie e. m. op. Staden o. s. Ben. et al. ad alt. ss. Petri et Pauli in eiusdem b. Marie Buxtehuden. Bremen. et Verden. dioc. eccl.
65	411	10800411-2	0	92.86	ok	H4 6481 (8,1_0135.jpg	ends-here	0.717	0.946	410|411|412		0		cept. p. an. detin. 18. apr. 61 S 538 70's., V 480	de confic. litt. desup. c. express. quod quidam relig. seu cler. < Nicolaus de Valle can. d. mon. pretextu coll. auct. ordin. sibi fact. > ipsam precept. p. an. detin. 18. apr. 1461 S 538 70rs ., V 480 249v-252r .
66	418	10800418-10	0	66.67	ok	H4 6481 (8,1_0136.jpg	starts-here	0.000	0.294	417|418|419		0		1125 208", IE 455 31’, IE 456 31° - solv. annat. 30 fl. adc. can. et preb.	solv. annat. 30 fl. adc. can. et preb. eccl. Cracov. < p. Petrum de Medicis> 5. ian. 1464 Q 1125 218r , IE 455 37r , IE 456 37r .
67	426	10800426-1	0	100.00	ok	H4 6481 (8,1_0137.jpg	starts-here	0.000	0.411	425|426|427		0		de confic. litt. sup. gr. expect. motu pr. an. primo sibi fact. ad 2 coll. c.	de confic. litt. sup. gr. expect. motu pr. an. primo sibi fact. ad 2 coll. c. clausula n. o. def. et. 17. an. et c. disp. ad benef. c. c. postquam 22. sue et. an. attigerit, s. d. S 560 253v .
68	435	10800435-2	0	100.00	ok	H4 6481 (8,1_0138.jpg	continues	0.529	0.801	434|435|436		0		sacen. Salzeburg. dioc. (12 m. arg.) quam vac. p. o. Henrici Alram vig.	litig. in cur. contra Johannem de Oting cler. Salzeburg. dioc. : de surrog. post cess. ad iur. eius in prepos. s. Bartholomei Frisacen. Salzeburg. dioc. 12 m. arg. quam vac. p. o. Henrici Alram vig. indulti d. aep. obtin. 21. nov. 1458 S 515 103vs .
69	438	10800438-3	0	96.06	ok	H4 6481 (8,1_0139.jpg	complete-on-page	0.045	1.000	437|438|439		0		alt. port. etiam ante diem et locis interd. 11. oct. 59 S 524 269" - de	de alt. port. etiam ante diem et locis interd. 11. oct. 1459 S 524 269v .
70	440	10800440-16	0	80.00	ok	H4 6481 (8,1_0140.jpg	ends-here	0.913	0.981	439|440|441		0		Rudolphi 11. iul. 61 ol Wor	actor litig. contra Rudolphum de Brandis de bar. gen. intrusum p. 3 an. : de prov. si neutri de decan. eccl. Cur. 8 m. arg. etiamsi vac. p. o. Hermanni Brurser eiusdem possessoris seu Johannis Langenhuser qui vig. gr. expect. se intromisit sive p. munus consecr. Ortlev de Brandis impensum qui eundem vig. gr. expect. assec. fuit et p. 3 an. obtin. aut p. n. prom. d. Rudolphi 11. iul. 1461 S 542 72vs .
71	448	10800448-2	0	60.00	ok	H4 6481 (8,1_0141.jpg	continues	0.434	0.494	447|448|449		0		Georgii penvane	de nob. gen. : de lic. ut in par. eccl. op. Blombergh Paderburn. dioc. perp. benef. s. c. sub invocatione b. Marie virg. et s. Georgii martir. erig. et pro cler. seu presb. sec. dotare val. c. reserv. iur. patron. , fiat de consensu parochiani 15. iun. 1462 S 552 132vs ., L 579 72vs .
72	453	10800453-1	0	84.44	ok	H4 6481 (8,1_0142.jpg	ends-here	0.958	1.000	452|453|454		0		sept. 62 S 558 232'ss. m2	de prov. si neutri de decan. 4 ac can. et preb. colleg. eccl. s. Katherine in Oppenheym Magunt. dioc. 4 m. arg. p. vac. p. o. Antonii de Oppenheym et ex eo quod post priv. Jacobi Meyster Wygandus de Heyxhem decan. et Johannes Screyff presb. can. et preb. auct. ordin. coll. fuerunt assec. quos Jacobus in cur. molestavit et Wygandus decan. dimisit et Johannes litigando apud sed. ap. extitit defunctus c. derog. statuto quod nemo inibi dign. assequatur nisi can. actu prebend. et emancipatus qui resi ...
73	463	10800463-7	0	100.00	ok	H4 6481 (8,1_0143.jpg	starts-here	0.016	0.378	462|463|464		0		nova prov. de perp. vicar. ad alt. s. Pancracii in eccl. s. Trinitatis Spi-	de nova prov. de perp. vicar. ad alt. s. Pancracii in eccl. s. Trinitatis Spiren. 4 m. arg. vac. p. o. extra cur. , n. o. perp. vicar. eccl. s. Germani e. m. Spiren. 6 m. arg. quam possidet 29. mai. 1460 S 531 62vs .
74	471	10800471-5	0	100.00	ok	H4 6481 (8,1_0144.jpg	continues	0.154	0.394	470|471|472		0		tii August. (8 m. arg.) vac. p. o. Wilhelmi Metintran (Weinman)	de can. et preb. colleg. eccl. s. Mauritii August. 8 m. arg. vac. p. o. Wilhelmi Metintran Weinman Francisci ep. Portuen. R. E. card. et vicecancellarii et Petri tit. s. Vitalis presb. card. vulg. nunc. fam. 2. mai. 1464 S 573 264rs ., V 497 61v-63r .
75	481	10800481-0	1	100.00	ok	H4 6481 (8,1_0145.jpg	continues	0.306	0.510	480|481|482		0		c. altaria in eccl. fil. eccl. Cleynow d. dioc. (que de iur. patron. laic.	Bertoldus Glanetzin presb. Havelberg. dioc. qui tacito def. nat. s. s. ad s. Catherine et s. Anne perp. s. c. altaria in eccl. fil. eccl. Cleynow d. dioc. que de iur. patron. laic. exist. tunc vac. p. resign. Andree Gotscalci presb. d. dioc. in manibus Conradi ep. Havelberg. fact. p. nob. virum Hermannum Wardenberg present. et ad s. ord. prom. fuit
76	490	10800490-1	0	96.15	ok	H4 6481 (8,1_0146.jpg	continues	0.422	0.469	489|490|491		0		s. Ciriaci Geseke (S) et prim.	prov. de commenda sive commiss. perp. 3 missarum ebdomadalium vulgo sic nunc. in par. eccl. op. Horn d. dioc. que de iur. patron. laic. exist. sacerdotalem habet annexum 3 m. arg. vac. p. devol. seu p. o. Dettmari Luppener , n. o. can. et preb. c. c. in eccl. s. Ciriaci Geseke 5 et prim. prec. Federici R. I. ad can. et preb. colleg. eccl. s. Patrocli Suzanen. Colon. dioc. aut gr. reserv. a Johanne s. Angeli diac. card. sed. ap. p. Germaniam legato ad coll. abb. etc. mon. s. Jacobi e. m. Magunt. ...
77	500	10800500-2	0	83.33	ok	H4 6481 (8,1_0147.jpg	complete-on-page	0.000	1.000	499|500|501		0		mai. 60 T 9 104” - de perp. benef. TI	l. b. mai. 1460 T 9 104v .
78	505	10800505-1	0	100.00	ok	H4 6481 (8,1_0148.jpg	continues	0.522	0.818	504|505|506		0		dioc.) quam vac. p. resign. Bertoldi Tymerla iunior. et p. o. Henningi	de nova prov. de par. eccl. ville maior. Deneketon d. dioc. que asseritur esse de coll. abba. in Gandershem Hildesem. dioc. quam vac. p. resign. Bertoldi Tymerla iunior. et p. o. Henningi Adenforde acc. 19. feb. 1463 S 560 246vs .
79	513	10800513-20	0	95.93	ok	H4 6481 (8,1_0149.jpg	starts-here	0.000	0.656	512|513|514		0		135” - facult. procedendi contra hereticos, scismaticos et falsarios	facult. procedendi contra hereticos, scismaticos et falsarios litt. ap. 12. ian. 1460 V 475 136r .
80	513	10800513-49	0	95.00	ok	H4 6481 (8,1_0150.jpg	ends-here	0.738	0.956	512|513|514		0		di [ducis Austrie] et regis Bohemie 4. nov. 60 Arm. 39.9 196-199",	breve ut patiatur fieri accessionem legationis sue ac evocet Fridericum com. palatinum ad imper. curiam vel civit. Salzeburg. ad tradendum ei crucem vexillumque ac de rebus Monobassie et de causis Sigismundi [ducis Austrie] et regis Bohemie 4. nov. 1460 Arm. 39.9 196v-199r , 260r-262 v.
81	515	10800515-3	0	98.33	ok	H4 6481 (8,1_0151.jpg	ends-here	0.327	0.904	514|515|516		0		bic. quos obtinebat retin. in com- mendam et cass. al. conc. s. d. S	motu pr. prov. de can. et preb. eccl. Lubic. quos obtinebat retin. in commendam et cass. al. conc. s. d. S 560 152vs .
82	523	10800523-2	0	95.35	ok	H4 6481 (8,1_0152.jpg	ends-here	0.923	0.997	522|523|524		0		conc.: de conf. ref. fact. 14. apr. 62 S 550 199's.	Priores mon. in B. Paderburn. dioc. ac in Molenbecke Minden. dioc. o. s. Aug. can. reg. quib. Theodericus aep. Colon. ac admin. eccl. Paderburn. in Hervorde infra paroch. s. Johannis et in Lemago , in Veteri ac in Detmolde op. Paderburn. dioc. , necnon prior mon. in Wittenborch Hildesem. dioc. cui unac. d. priore in Molenbecke Ernestus ep. Hildesem. in Eldagassen Hildesem. dioc. sorores sub reg. s. Aug. viventes ref. concederunt cui Nicolaus card. s. Petri ad vincula tunc sed. ap. legatus in par ...
83	533	10800533-1	0	92.31	ok	H4 6481 (8,1_0153.jpg	starts-here	0.000	0.199	532|533|534		0		Capiticolles:eccls beiMarie B. Leod. dioc. et com. de Nas-	Capit. colleg. eccl. b. Marie B. Leod. dioc. et com. de Nassow : de m. prelato in partibus ut se de val. et exilitate ac ceteris quali^tatibus vicar. d. eccl. informet et aliquos ex eis supprimat et eorum fruct. al. applicet usque ad val. 25 fl. renen. 28. nov. 1461 S 547 205vs .
84	542	10800542-2	0	100.00	ok	H4 6481 (8,1_0154.jpg	ends-here	0.742	0.900	541|542|543		0		necnon ad perp. vicar. ad alt. s. Michaelis in op. Andernacen. Tre-	cui p. Calistum III. prov. fuit de perp. vicar. ad alt. s. Crucis in colleg. eccl. s. Cassii op. Bonn. d. dioc. 4 m. arg. vacat. p. ingr. relig. : de disp. eandem retin. donec vig. gr. expect. ad can. et preb. eiusdem eccl. s. d. 24. nov. 58 sibi conc. obtin. prov. , n. o. iur. ad perp. vicar. ad alt. s. Crucis e. m. Andernacen. necnon ad perp. vicar. ad alt. s. Michaelis in op. Andernacen. Trever. dioc. simul 6 m. arg. , s. d. S 522 179rs .
85	548	10800548-1	0	92.68	ok	H4 6481 (8,1_0155.jpg	ends-here	0.523	0.989	547|548|549	548	0	matched sublemma of entry 548 (not head)	lon. dioc.: fit mentio 7. ian. 62 S 548 106%ss.	Mon. b. Thome martir. iuxta B. o. s. Aug. can. reg. Colon. dioc. : fit mentio 7. ian. 1462 S 548 106vss .
86	558	10800558-9	0	95.58	ok	H4 6481 (8,1_0156.jpg	starts-here	0.000	0.093	557|558|559		0		264' - abbrev. de parco min., adm. ad causam inter Johannem Hagen-	abbrev. de parco min. , adm. ad causam inter Johannem Hagenwiler et Heinricum Ryß clericos pendentem sup. can. et preb. c. annexo claustrali eccl. s. Johannis Constant. 7 m. arg. vac. p. o. Rudolphi Ackerman qui eosdem obtin. vig. perm. c. Werhero Glattis pro can. et preb. colleg. eccl. Episcopalisczelle d. dioc. fact. Werhero eosdem obtin. vig. prioris perm. c. quond. Laurencio Wirich cler. Constant. dioc. Eugenii IV. et deinde Prosperi s. Georgii ad velum aureum diac. card. fam. pro par. eccl. ...
87	563	10800563-0	1	95.58	ok	H4 6481 (8,1_0157.jpg	starts-here	0.000	0.607	562|563|564	563	0	correctly matched head of entry 563	563 Bur(c)kardus (Bucardus, Burcar- dus, Burchandus, Vocardus) de	Bur c kardus Bucardus, Burcardus, Burchandus, Vocardus de Ranndegk Randeck ex utr. de mil. gen.
88	565	10800565-0	1	97.87	ok	H4 6481 (8,1_0158.jpg	complete-on-page	0.000	1.000	564|565|566	565	0	correctly matched head of entry 565	565 Bur(c)kardus RuBler (Rutzler) presb. Constant. dioc.: de par. eccl.	Bur c kardus Rußler Rutzler presb. Constant. dioc.
89	571	10800571-1	0	98.44	ok	H4 6481 (8,1_0159.jpg	continues	0.363	0.700	570|571|572		0		Ruberto quond. Salzeburg. antisti- ti et confess. cuius corp. in eccl.	commiss. inquirendi de vita et miraculis Vitalis qui immed. successit s. Ruberto quond. Salzeburg. antistiti et confess. cuius corp. in eccl. mon. s. Petri Salzeburg. requiescit 20. apr. 1459 V 499 288vs .
90	573	10800573-5	0	79.17	manual	H4 6481 (8,1_0160.jpg	continues	0.251	0.301	572|573|574		1	chosen candidate 1	Pantaleonis: “Martini ain	Patres mon. etc. in B. et Cesmaria o. s. Ben. Hildesem. et Lubic. dioc. s. Thome B., s. Jacobi prope Magunt. , s. Mathie prope Trever. , s. Pantaleonis et s. Martini Colon. , s. Cristofori in Reynhusen, s. Petri Erforden., s. Michaelis Hildesem. , s. Stefani Herbip. , s. Johannis in Rinkow necnon in Hamboch , in Clusa, in Huysborch , in Schonow, in Hirsow, in Gotzow, in Berga et in Cismaria Magunt. , Trever. , Colon. , Hildesem. , Spiren. , Halberstad. , Magdeburg. et Lubic. civit. et dioc. mon. ...
91	578	10800578-1	0	95.24	ok	H4 6481 (8,1_0161.jpg	continues	0.730	0.846	577|578|579		0		«mon ons; Ben:sC: Constant. dioc.: de conserv. in	Guard. et fr. min. de observ. locum extra op. C. August. dioc. inhabitantes quib. Nicolaus de Gresingen laic. d. dioc. de mil. gen. de lic. Petri tit. s. Vitalis presb. card. ep. August. d. locum donavit c. lic. in eo domum erig. : de conf. donationis 4. feb. 62 S 548 295vs ., V 507 396rs . Abb. etc. mon. o. s. Ben. C. Constant. dioc. : de conserv. in forma militantis eccl. 28. iul. 59 S 521 211v , s. d. I 328 52v .
92	579	10800579-19	0	87.18	ok	H4 6481 (8,1_0162.jpg	starts-here	0.000	0.298	578|579|580		0		L 568 59'-61' - decl. quod illi in- dulg. par. eccl. ss. Petri et Pauli op.	decl. quod illi indulg. par. eccl. ss. Petri et Pauli op. Baden. Spiren. dioc. conc. consequantur qui tantum in capsa posuerint quantum in ebdomada consumant 16. aug. 1461 L 568 196vs .
93	593	10800593-2	0	86.00	ok	H4 6481 (8,1_0163.jpg	starts-here	0.000	0.236	592|593|594		0		Arm. 39.8 68° - breve de compo- nendo discordias inter eum et	breve de componendo discordias inter eum et mag. et fr. ord. b. Marie Teutonicorum exortas p. Jeronimum aep. Creten. ad regnum Boemie sed. ap. nuntium simile magistro Pruscie , s. d. Arm. 39.9 82r .
94	598	10800598-2	0	94.74	ok	H4 6481 (8,1_0164.jpg	ends-here	0.291	0.982	597|598|599		0		desup. c. absol. gener. 9. iun. 59 S 518 59°.	de confic. litt. desup. c. absol. gener. 9. iun. 1459 S 518 59r .
95	608	10800608-1	0	95.24	ok	H4 6481 (8,1_0165.jpg	ends-here	0.800	0.991	607|608|609		0		confess. p. abb. d. mon. 20. decb. 61 S 548 165's.	Par. eccl. b. Marie virg. in C. Salzeburg. dioc. mon. s. Lamperti de Sancto Lamperto o. s. Ben. d. dioc. unita seu ad coll. abb. d. mon. pertin. : supplic. Friderico R. I. de indulg. 7 an. et lic. deput. confess. p. abb. d. mon. 20. decb. 1461 S 548 165rs .
96	616	10800616-1	0	96.97	ok	H4 6481 (8,1_0166.jpg	ends-here	0.656	0.995	615|616|617		0		interd. (supplic. in rotulo d. ducis), gratis ubique 29. nov. 59 S 525 69”.	de indulg. pro par. eccl. b. Marie in Lenow cuius advoc. existit Trident. dioc. c. facult. celebr. in ara mobili etiam ante diem et temp. interd. supplic. in rotulo d. ducis , gratis ubique 29. nov. 1459 S 525 69v .
97	625	10800625-0	1	83.19	ok	H4 6481 (8,1_0167.jpg	ends-here	0.680	1.000	624|625|626		0		Friderici R. I. et Alberti archiducis Austrie cap.: supplic. d. imper. et	Claudius de Sancto Eugendo prep. eccl. s. Cristofori de Belliforti Bisuntin. dioc. in sacerdotio constit. , Friderici R. I. et Alberti archiducis Austrie cap.
98	634	10800634-2	0	98.44	ok	H4 6481 (8,1_0168.jpg	continues	0.584	0.835	633|634|635		0		par. eccl. pertin. chorepiscopo do- navit, fuitque donatio p. Engelber-	Can. et capit. maior. eccl. capit. et chorepiscopus: de incorp. par. eccl. in Berge Colon. dioc. 8 m. arg. quam quond. Gerwinus dec. maior. eccl. ad quem coll. eiusdem par. eccl. pertin. chorepiscopo donavit, fuitque donatio p. Engelbertum aep. Colon. conf. 10. sept. 1461 S 544 76vs .
99	634	10800634-9	0	91.67	ok	H4 6481 (8,1_0169.jpg	continues	0.723	0.752	633|634|635		0		o. Hermanni vac. pretendentem): m. confer. 31: 60 L 552:	Proconsules, consules, commun. civit. et parochiani par. eccl. s. Laurentii sup. qua olim inter quosdam cler. lis suborta fuerat et 7 an. duravit, ad quam iur. patron. sive present. Johannes XXIII. eisdem parochianis conc. , Martino V. id p. legatum conf. proconsules, consules, commun. et parochiani par. eccl. s. Laurentii: de conf. iur. present. parochianis in d. eccl. p. Johannem XXIII. et Martinum V. conc. 18. iun. 63 S 564 43rs . Mag. et sorores domus reclusorie nunc. in vico s. Marcelli sub ...
100	634	10800634-19	0	100.00	manual	H4 6481 (8,1_0170.jpg	continues	0.477	0.690	633|634|635		1	chosen candidate 1	Martini Colon. et dec. s. Salvatoris Traiect. eorum conserv. iurisd. ab-	Univ. que sup. solut. annat. can. et preb. univ. incorp. in cam. ap. contra Johannem Izelbelchin prep. eccl. s. Andree Colon. ap. collect. litig. de conc. ab abb. s. Martini Colon. et dec. s. Salvatoris Traiect. eorum conserv. iurisd. abdicare et loco illorum 2 al. prelatos in exped. bullarum nominandos surrog. 29. mai. 1464 S 574 143v .
101	639	10800639-1	0	97.50	ok	H4 6481 (8,1_0171.jpg	complete-on-page	0.000	1.000	638|639|640		0		recip. 2500 fl. adc. 26. mart. 63 M 837 118° - recip. 500 fl. adc. 30.	recip. 2500 fl. adc. 26. mart. 1463 M 837 118r .
102	647	10800647-0	1	100.00	ok	H4 6481 (8,1_0172.jpg	complete-on-page	0.000	1.000	646|647|648	647	0	correctly matched head of entry 647	647 Conradus de Berenfels: lic. elig. 272139),	Conradus de Berenfels
103	656	10800656-1	0	92.06	ok	H4 6481 (8,1_0173.jpg	ends-here	0.685	0.981	655|656|657		0		in” par: eecl. “Sterneberg. di idioc. (simul 4 m. arg.) 22. nov. 58 S 510	de perp. vicar. ad alt. s. Elizabeth in colleg. eccl. Butzouw. d. dioc. 4 m. arg. vac. p. o. Marquardi Lanckovel et p. devol. , n. o. par. eccl. in Sitkow ac perp. vicar. in par. eccl. Sterneberg. d. dioc. simul 4 m. arg. 22. nov. 1458 S 510 99vs .
104	669	10800669-1	0	94.44	ok	H4 6481 (8,1_0174.jpg	complete-on-page	0.000	0.923	668|669|670		0		lic. elig. confess. 14. oct. 58 V 468 399.	lic. elig. confess. 14. oct. 1458 V 468 399r .
105	681	10800681-1	0	100.00	ok	H4 6481 (8,1_0175.jpg	continues	0.533	0.653	680|681|682		0		maior., s. Johannis in Haugis e. m. et Novimonasterii i. m. Herbip.	commiss. compellendi magistroscivium, consules et civ. civit. et op. Herbip. , Ochsenfurt et Karlestat Herbip. dioc. contra quos obtin. sent. et bannum imper. in provinciali iudicio op. Rotwil l le Constant. dioc. et s. Burchardi , s. Stephani et ad Scotos o. s. Ben. mon. abb. ac dec. etc. maior. , s. Johannis in Haugis e. m. et Novimonasterii i. m. Herbip. colleg. eccl. ipsorum condebitores ad satisfaciendum sibi de certa pec. summa <ex donatione Aristotilis Menezer de Felderff laic. Herbip. di ...
106	692	10800692-5	0	100.00	ok	H4 6481 (8,1_0176.jpg	continues	0.165	0.402	691|692|693		0		ren. (4 m. arg.) vac. ex eo quod Petrus Kercher R[oderici] tit. s. Ni-	de perp. vicar. colleg. eccl. s. Trinitatis Spiren. 4 m. arg. vac. ex eo quod Petrus Kercher R[oderici] tit. s. Nicolai in carcere Tulliano diac. card. fam. eandem extra cur. resign. lic. desup. n. obtenta, n. o. can. et preb. in Oringen Herbip. dioc. 4 m. arg. 5. iul. 1460 S 532 101v .
107	699	10800699-2	0	88.10	ok	H4 6481 (8,1_0177.jpg	starts-here	0.030	0.278	698|699|700		0		fer. par. eccl. s. Jacobi in Grisen Gure: arg) 0:	m. confer. par. eccl. s. Jacobi in Grisen Gurc. dioc. 3 m. arg. vac. p. o. Martini ultimi rect. datum Vienne Patav. dioc. p. Bessarionem in Alamania legatum 29. sept. 1460 Arm. 35.134 85rs .
108	714	10800714-1	0	90.70	ok	H4 6481 (8,1_0178.jpg	ends-here	0.781	0.995	713|714|715		0		duc. adc.) 14. ian. 62 S 543 48's., L 573 103%-105".	de adm. resign. Conradi Snell p. Wernherum Pregler de Novoforo cler. d. dioc. procur. eius et prov. sibi de perp. vicar. par. eccl. in Mitteleschenbach Eistet. dioc. 24 duc. adc. 14. ian. 1462 S 543 48rs ., L 573 103v-105r .
109	725	10800725-1	0	94.12	ok	H4 6481 (8,1_0179.jpg	ends-here	0.818	0.990	724|725|726		0		sibi de dd. benef. (simul 16 m. arg.) 7. un. 64 S 574 278's.	de m. priv. Bertoldum Borich par. eccl. in Wittenhem propter resign. c. labe symonie in favorem Johannis Stiiber et etiam par. eccl. in Geraten Patav. dioc. ac vicar. ad alt. s. Brixii aule episc. eccl. Herbip. ac alt. s. Thome in Vocachen [ Bamberg. ] dioc. et prov. sibi de dd. benef. simul 16 m. arg. 7. iun. 1464 S 574 278rs .
110	738	10800738-1	0	100.00	ok	H4 6481 (8,1_0180.jpg	starts-here	0.099	0.314	737|738|739		0		Marie in par. eccl. s. Adelfi op. Novillaren. d. dioc. (4 m. arg.) vac.	de perp. s. c. benef. ad alt. b. Marie in par. eccl. s. Adelfi op. Novillaren. d. dioc. 4 m. arg. vac. p. o. Rodulphi Vegershem , n. o. perp. s. c. vicar. in d. eccl. 3 et alt. s. c. s. Johannis bapt. in capel. s. Nicolai infra septa mon. monial. Novilaren. o. s. Ben. d. dioc. 4 m. arg. que obtin. 7. nov. 1458 S 510 69rs .
111	750	10800750-0	1	100.00	ok	H4 6481 (8,1_0181.jpg	complete-on-page	0.000	1.000	749|750|751		0		Conrardus Riderlibo al. Rasoris cler. Magunt. dioc.: de vicar. perp.	Conrardus Riderlibo al. Rasoris cler. Magunt. dioc.
